CMDLINE ocean sail
MEM 0.234375 1742375094.8396
MEM 28.421875 1742375094.9410
MEM 40.531250 1742375095.0462
MEM 52.843750 1742375095.1513
MEM 64.421875 1742375095.2564
MEM 73.859375 1742375095.3616
MEM 73.859375 1742375095.4648
MEM 73.859375 1742375095.5687
MEM 74.078125 1742375095.6741
MEM 74.078125 1742375095.7794
MEM 74.078125 1742375095.8847
MEM 74.078125 1742375095.9897
MEM 74.453125 1742375096.0911
MEM 74.453125 1742375096.1951
MEM 74.453125 1742375096.3006
MEM 74.781250 1742375096.4018
MEM 74.781250 1742375096.5059
MEM 74.781250 1742375096.6093
MEM 75.109375 1742375096.7145
MEM 75.109375 1742375096.8155
MEM 75.109375 1742375096.9169
MEM 75.109375 1742375097.0199
MEM 75.109375 1742375097.1244
MEM 75.109375 1742375097.2265
MEM 75.109375 1742375097.3294
MEM 75.109375 1742375097.4347
MEM 75.109375 1742375097.5398
MEM 75.109375 1742375097.6423
MEM 75.109375 1742375097.7477
MEM 75.109375 1742375097.8489
MEM 75.109375 1742375097.9544
MEM 75.109375 1742375098.0599
MEM 75.109375 1742375098.1651
MEM 75.109375 1742375098.2705
MEM 75.109375 1742375098.3747
MEM 75.109375 1742375098.4787
MEM 75.234375 1742375098.5840
MEM 75.234375 1742375098.6853
MEM 75.234375 1742375098.7873
MEM 76.187500 1742375098.8911
MEM 76.187500 1742375098.9934
MEM 76.218750 1742375099.0967
MEM 76.218750 1742375099.1984
MEM 76.218750 1742375099.3037
MEM 76.281250 1742375099.4090
MEM 76.281250 1742375099.5111
MEM 76.281250 1742375099.6164
MEM 76.296875 1742375099.7185
MEM 76.296875 1742375099.8198
MEM 76.296875 1742375099.9251
MEM 76.312500 1742375100.0304
MEM 76.312500 1742375100.1320
MEM 76.312500 1742375100.2370
MEM 77.171875 1742375100.3408
MEM 77.156250 1742375100.4461
MEM 77.156250 1742375100.5479
MEM 77.218750 1742375100.6491
MEM 77.218750 1742375100.7544
MEM 77.218750 1742375100.8598
MEM 77.328125 1742375100.9620
MEM 77.328125 1742375101.0631
MEM 77.328125 1742375101.1649
MEM 77.406250 1742375101.2683
MEM 77.890625 1742375101.3728
MEM 77.890625 1742375101.4775
MEM 77.906250 1742375101.5828
MEM 77.906250 1742375101.6881
MEM 77.906250 1742375101.7894
MEM 78.046875 1742375101.8928
MEM 78.046875 1742375101.9983
MEM 78.046875 1742375102.1030
MEM 78.078125 1742375102.2069
MEM 78.078125 1742375102.3078
MEM 78.093750 1742375102.4132
MEM 78.093750 1742375102.5184
MEM 78.093750 1742375102.6220
MEM 78.093750 1742375102.7231
MEM 78.093750 1742375102.8249
MEM 78.687500 1742375102.9302
MEM 78.765625 1742375103.0358
MEM 78.765625 1742375103.1370
MEM 78.765625 1742375103.2421
MEM 78.828125 1742375103.3443
MEM 78.828125 1742375103.4469
MEM 78.765625 1742375103.5513
MEM 78.765625 1742375103.6561
MEM 78.953125 1742375103.7586
MEM 79.656250 1742375103.8639
MEM 79.656250 1742375103.9650
MEM 79.687500 1742375104.0703
MEM 79.687500 1742375104.1737
MEM 79.687500 1742375104.2780
MEM 79.703125 1742375104.3835
MEM 79.703125 1742375104.4841
MEM 79.703125 1742375104.5885
MEM 79.703125 1742375104.6893
MEM 79.703125 1742375104.7899
MEM 79.703125 1742375104.8918
MEM 79.703125 1742375104.9971
MEM 79.703125 1742375105.0977
MEM 79.703125 1742375105.2031
MEM 79.750000 1742375105.3078
MEM 79.750000 1742375105.4092
MEM 79.750000 1742375105.5146
MEM 79.781250 1742375105.6182
MEM 80.859375 1742375105.7206
MEM 80.890625 1742375105.8259
MEM 80.890625 1742375105.9312
MEM 80.890625 1742375106.0367
MEM 80.890625 1742375106.1406
MEM 80.937500 1742375106.2411
MEM 80.937500 1742375106.3492
MEM 80.937500 1742375106.4546
MEM 80.937500 1742375106.5598
MEM 80.937500 1742375106.6617
MEM 80.937500 1742375106.7669
MEM 80.937500 1742375106.8678
MEM 80.937500 1742375106.9709
MEM 80.937500 1742375107.0726
MEM 80.937500 1742375107.1780
MEM 80.937500 1742375107.2835
MEM 80.937500 1742375107.3887
MEM 80.937500 1742375107.4894
MEM 80.937500 1742375107.5947
MEM 78.421875 1742375107.6968
MEM 68.656250 1742375107.8023
MEM 67.609375 1742375107.9033
MEM 67.609375 1742375108.0057
MEM 67.609375 1742375108.1063
MEM 67.609375 1742375108.2073
MEM 67.609375 1742375108.3127
MEM 67.609375 1742375108.4146
MEM 67.609375 1742375108.5184
MEM 67.609375 1742375108.6218
MEM 67.609375 1742375108.7229
MEM 67.609375 1742375108.8247
MEM 67.609375 1742375108.9251
MEM 67.609375 1742375109.0307
MEM 67.609375 1742375109.1352
MEM 67.609375 1742375109.2397
MEM 67.609375 1742375109.3439
MEM 67.609375 1742375109.4490
MEM 67.609375 1742375109.5502
MEM 67.609375 1742375109.6531
MEM 67.609375 1742375109.7539
MEM 67.609375 1742375109.8592
MEM 67.609375 1742375109.9644
MEM 67.609375 1742375110.0650
MEM 67.609375 1742375110.1670
MEM 67.609375 1742375110.2742
MEM 67.609375 1742375110.3787
MEM 67.609375 1742375110.4842
MEM 67.609375 1742375110.5896
MEM 67.609375 1742375110.6917
MEM 67.859375 1742375110.7968
MEM 68.125000 1742375110.9016
MEM 68.500000 1742375111.0066
MEM 75.671875 1742375111.1108
MEM 75.781250 1742375111.2118
MEM 75.828125 1742375111.3172
MEM 75.687500 1742375111.4225
MEM 73.718750 1742375111.5280
MEM 73.781250 1742375111.6335
MEM 73.859375 1742375111.7387
MEM 73.828125 1742375111.8443
MEM 74.484375 1742375111.9481
MEM 74.484375 1742375112.0505
MEM 74.484375 1742375112.1550
MEM 74.484375 1742375112.2587
MEM 74.484375 1742375112.3608
MEM 80.718750 1742375112.4663
MEM 80.828125 1742375112.5716
MEM 80.953125 1742375112.6721
MEM 80.968750 1742375112.7773
MEM 81.000000 1742375112.8779
MEM 81.046875 1742375112.9831
MEM 81.046875 1742375113.0882
MEM 81.062500 1742375113.1935
MEM 81.062500 1742375113.2987
MEM 81.109375 1742375113.4039
MEM 81.109375 1742375113.5052
MEM 81.109375 1742375113.6076
MEM 81.109375 1742375113.7129
MEM 81.109375 1742375113.8133
MEM 84.656250 1742375113.9160
MEM 87.109375 1742375114.0171
MEM 87.109375 1742375114.1206
MEM 87.109375 1742375114.2259
MEM 87.109375 1742375114.3304
MEM 86.750000 1742375114.4358
MEM 86.906250 1742375114.5402
MEM 86.906250 1742375114.6452
MEM 86.906250 1742375114.7505
MEM 86.906250 1742375114.8510
MEM 87.000000 1742375114.9548
MEM 87.109375 1742375115.0602
MEM 87.109375 1742375115.1656
MEM 87.109375 1742375115.2680
MEM 87.203125 1742375115.3688
MEM 87.203125 1742375115.4708
MEM 87.140625 1742375115.5721
MEM 87.140625 1742375115.6776
MEM 87.140625 1742375115.7791
MEM 87.140625 1742375115.8834
MEM 87.140625 1742375115.9879
MEM 87.140625 1742375116.0915
MEM 87.140625 1742375116.1970
MEM 87.171875 1742375116.3012
MEM 87.171875 1742375116.4045
MEM 87.171875 1742375116.5079
MEM 87.171875 1742375116.6093
MEM 87.171875 1742375116.7148
MEM 87.171875 1742375116.8177
MEM 87.203125 1742375116.9199
MEM 87.203125 1742375117.0209
MEM 87.203125 1742375117.1255
MEM 87.218750 1742375117.2260
MEM 87.250000 1742375117.3267
MEM 87.250000 1742375117.4279
MEM 87.343750 1742375117.5334
MEM 87.343750 1742375117.6386
MEM 87.359375 1742375117.7413
MEM 87.406250 1742375117.8455
MEM 87.406250 1742375117.9509
MEM 87.406250 1742375118.0555
MEM 87.406250 1742375118.1597
MEM 87.406250 1742375118.2646
MEM 87.468750 1742375118.3691
MEM 87.468750 1742375118.4744
MEM 87.468750 1742375118.5800
MEM 87.468750 1742375118.6841
MEM 84.828125 1742375118.7852
MEM 84.828125 1742375118.8878
MEM 84.828125 1742375118.9933
MEM 84.828125 1742375119.0963
MEM 84.828125 1742375119.2017
MEM 84.828125 1742375119.3068
MEM 84.828125 1742375119.4095
MEM 84.828125 1742375119.5142
MEM 84.828125 1742375119.6172
MEM 84.828125 1742375119.7197
MEM 84.828125 1742375119.8248
MEM 84.828125 1742375119.9270
MEM 84.828125 1742375120.0281
MEM 84.828125 1742375120.1286
MEM 84.828125 1742375120.2296
MEM 84.828125 1742375120.3315
MEM 84.828125 1742375120.4371
MEM 84.828125 1742375120.5414
MEM 84.828125 1742375120.6442
MEM 84.828125 1742375120.7473
MEM 84.828125 1742375120.8501
MEM 84.828125 1742375120.9521
MEM 84.828125 1742375121.0547
MEM 84.828125 1742375121.1600
MEM 84.828125 1742375121.2655
MEM 84.828125 1742375121.3667
MEM 84.859375 1742375121.4721
MEM 84.859375 1742375121.5776
MEM 84.859375 1742375121.6832
MEM 84.859375 1742375121.7883
MEM 85.640625 1742375121.8937
MEM 85.640625 1742375121.9954
MEM 85.640625 1742375122.1008
MEM 85.718750 1742375122.2051
MEM 85.781250 1742375122.3089
MEM 85.781250 1742375122.4097
MEM 85.812500 1742375122.5133
MEM 85.906250 1742375122.6177
MEM 85.921875 1742375122.7218
MEM 85.921875 1742375122.8263
MEM 85.921875 1742375122.9316
MEM 85.859375 1742375123.0370
MEM 85.859375 1742375123.1423
MEM 85.875000 1742375123.2455
MEM 85.921875 1742375123.3493
MEM 85.968750 1742375123.4545
MEM 86.000000 1742375123.5564
MEM 86.093750 1742375123.6617
MEM 86.109375 1742375123.7669
MEM 86.109375 1742375123.8704
MEM 86.125000 1742375123.9719
MEM 86.125000 1742375124.0772
MEM 86.125000 1742375124.1789
MEM 86.125000 1742375124.2813
MEM 86.125000 1742375124.3854
MEM 87.390625 1742375124.4868
MEM 88.296875 1742375124.5915
MEM 88.296875 1742375124.6940
MEM 88.296875 1742375124.7946
MEM 88.109375 1742375124.8998
MEM 88.015625 1742375125.0011
MEM 87.921875 1742375125.1062
MEM 87.890625 1742375125.2103
MEM 87.890625 1742375125.3107
MEM 87.890625 1742375125.4138
MEM 87.890625 1742375125.5159
MEM 87.968750 1742375125.6203
MEM 87.968750 1742375125.7229
MEM 87.968750 1742375125.8234
MEM 87.984375 1742375125.9240
MEM 88.000000 1742375126.0280
MEM 87.968750 1742375126.1334
MEM 87.968750 1742375126.2354
MEM 87.968750 1742375126.3407
MEM 87.968750 1742375126.4414
MEM 87.984375 1742375126.5470
MEM 87.984375 1742375126.6483
MEM 87.984375 1742375126.7526
MEM 87.984375 1742375126.8572
MEM 87.984375 1742375126.9626
MEM 88.000000 1742375127.0654
MEM 88.000000 1742375127.1709
MEM 88.015625 1742375127.2736
MEM 88.031250 1742375127.3784
MEM 88.031250 1742375127.4839
MEM 88.031250 1742375127.5884
MEM 88.031250 1742375127.6937
MEM 88.031250 1742375127.7963
MEM 88.031250 1742375127.8970
MEM 88.031250 1742375128.0013
MEM 88.031250 1742375128.1036
MEM 88.031250 1742375128.2048
MEM 88.031250 1742375128.3061
MEM 88.031250 1742375128.4095
MEM 88.031250 1742375128.5149
MEM 88.031250 1742375128.6196
MEM 88.093750 1742375128.7239
MEM 88.125000 1742375128.8258
MEM 88.125000 1742375128.9313
MEM 88.125000 1742375129.0355
MEM 88.125000 1742375129.1407
MEM 88.125000 1742375129.2445
MEM 88.125000 1742375129.3481
MEM 88.125000 1742375129.4496
MEM 88.140625 1742375129.5537
MEM 88.156250 1742375129.6560
MEM 88.375000 1742375129.7571
MEM 88.406250 1742375129.8611
MEM 88.468750 1742375129.9625
MEM 88.484375 1742375130.0678
MEM 88.484375 1742375130.1711
MEM 88.484375 1742375130.2765
MEM 88.484375 1742375130.3816
MEM 88.484375 1742375130.4866
MEM 88.609375 1742375130.5912
MEM 89.843750 1742375130.6928
MEM 90.562500 1742375130.7933
MEM 90.562500 1742375130.8987
MEM 90.500000 1742375131.0041
MEM 90.125000 1742375131.1064
MEM 90.046875 1742375131.2097
MEM 90.046875 1742375131.3150
MEM 90.046875 1742375131.4179
MEM 90.046875 1742375131.5235
MEM 89.843750 1742375131.6260
MEM 89.843750 1742375131.7315
MEM 89.843750 1742375131.8334
MEM 89.843750 1742375131.9359
MEM 89.843750 1742375132.0414
MEM 89.843750 1742375132.1451
MEM 89.843750 1742375132.2467
MEM 89.843750 1742375132.3522
MEM 89.843750 1742375132.4575
MEM 89.843750 1742375132.5619
MEM 89.843750 1742375132.6671
MEM 89.843750 1742375132.7704
MEM 89.843750 1742375132.8734
MEM 89.859375 1742375132.9743
MEM 89.859375 1742375133.0797
MEM 89.859375 1742375133.1852
MEM 89.859375 1742375133.2894
MEM 89.859375 1742375133.3948
MEM 89.859375 1742375133.4979
MEM 89.859375 1742375133.5988
MEM 89.859375 1742375133.7040
MEM 89.859375 1742375133.8094
MEM 89.859375 1742375133.9148
MEM 89.859375 1742375134.0203
MEM 89.890625 1742375134.1256
MEM 89.890625 1742375134.2265
MEM 89.890625 1742375134.3318
MEM 89.890625 1742375134.4356
MEM 89.890625 1742375134.5376
MEM 89.890625 1742375134.6389
MEM 89.968750 1742375134.7440
MEM 89.968750 1742375134.8482
MEM 89.968750 1742375134.9524
MEM 89.984375 1742375135.0548
MEM 89.984375 1742375135.1600
MEM 90.000000 1742375135.2647
MEM 90.000000 1742375135.3702
MEM 90.000000 1742375135.4757
MEM 90.046875 1742375135.5769
MEM 90.046875 1742375135.6823
MEM 90.093750 1742375135.7853
MEM 90.093750 1742375135.8906
MEM 90.156250 1742375135.9958
MEM 90.187500 1742375136.1012
MEM 90.140625 1742375136.2036
MEM 90.140625 1742375136.3092
MEM 90.140625 1742375136.4146
MEM 90.156250 1742375136.5199
MEM 90.796875 1742375136.6251
MEM 91.312500 1742375136.7303
MEM 91.312500 1742375136.8327
MEM 91.312500 1742375136.9342
MEM 91.046875 1742375137.0394
MEM 90.906250 1742375137.1431
MEM 90.921875 1742375137.2472
MEM 90.921875 1742375137.3510
MEM 90.921875 1742375137.4524
MEM 90.921875 1742375137.5543
MEM 90.921875 1742375137.6579
MEM 90.921875 1742375137.7585
MEM 90.921875 1742375137.8607
MEM 90.921875 1742375137.9627
MEM 90.921875 1742375138.0681
MEM 90.859375 1742375138.1710
MEM 90.859375 1742375138.2723
MEM 90.859375 1742375138.3766
MEM 90.859375 1742375138.4800
MEM 90.859375 1742375138.5816
MEM 90.859375 1742375138.6856
MEM 90.859375 1742375138.7882
MEM 90.859375 1742375138.8905
MEM 90.859375 1742375138.9935
MEM 90.859375 1742375139.0989
MEM 90.859375 1742375139.2040
MEM 90.859375 1742375139.3095
MEM 90.859375 1742375139.4120
MEM 90.859375 1742375139.5168
MEM 90.859375 1742375139.6190
MEM 90.859375 1742375139.7216
MEM 90.859375 1742375139.8268
MEM 90.859375 1742375139.9274
MEM 90.859375 1742375140.0305
MEM 90.859375 1742375140.1359
MEM 90.859375 1742375140.2395
MEM 90.859375 1742375140.3446
MEM 90.875000 1742375140.4495
MEM 90.890625 1742375140.5547
MEM 90.937500 1742375140.6599
MEM 90.953125 1742375140.7651
MEM 90.984375 1742375140.8706
MEM 90.984375 1742375140.9762
MEM 90.984375 1742375141.0804
MEM 90.984375 1742375141.1859
MEM 90.984375 1742375141.2877
MEM 91.656250 1742375141.3928
MEM 92.500000 1742375141.4949
MEM 92.500000 1742375141.5959
MEM 92.500000 1742375141.7012
MEM 92.453125 1742375141.8019
MEM 92.171875 1742375141.9029
MEM 92.046875 1742375142.0041
MEM 92.046875 1742375142.1096
MEM 92.046875 1742375142.2115
MEM 92.046875 1742375142.3170
MEM 92.046875 1742375142.4202
MEM 92.046875 1742375142.5255
MEM 92.046875 1742375142.6306
MEM 92.046875 1742375142.7337
MEM 92.046875 1742375142.8390
MEM 91.984375 1742375142.9434
MEM 91.984375 1742375143.0481
MEM 91.984375 1742375143.1509
MEM 91.984375 1742375143.2520
MEM 91.984375 1742375143.3565
MEM 91.984375 1742375143.4583
MEM 91.984375 1742375143.5637
MEM 92.046875 1742375143.6690
MEM 92.046875 1742375143.7695
MEM 92.046875 1742375143.8750
MEM 92.046875 1742375143.9802
MEM 92.046875 1742375144.0842
MEM 92.062500 1742375144.1890
MEM 92.062500 1742375144.2938
MEM 92.062500 1742375144.3989
MEM 92.062500 1742375144.4996
MEM 92.062500 1742375144.6050
MEM 92.109375 1742375144.7082
MEM 91.687500 1742375144.8122
MEM 91.687500 1742375144.9134
MEM 91.687500 1742375145.0159
MEM 91.687500 1742375145.1177
MEM 91.703125 1742375145.2228
MEM 91.703125 1742375145.3261
MEM 91.703125 1742375145.4295
MEM 91.703125 1742375145.5314
MEM 91.703125 1742375145.6331
MEM 91.734375 1742375145.7371
MEM 91.734375 1742375145.8412
MEM 91.765625 1742375145.9431
MEM 91.828125 1742375146.0440
MEM 91.890625 1742375146.1449
MEM 91.890625 1742375146.2500
MEM 92.140625 1742375146.3551
MEM 92.171875 1742375146.4603
MEM 92.171875 1742375146.5649
MEM 92.171875 1742375146.6689
MEM 92.437500 1742375146.7718
MEM 93.375000 1742375146.8733
MEM 93.375000 1742375146.9784
MEM 93.375000 1742375147.0836
MEM 93.375000 1742375147.1886
MEM 93.000000 1742375147.2938
MEM 93.000000 1742375147.3943
MEM 92.953125 1742375147.4955
MEM 92.953125 1742375147.5977
MEM 92.953125 1742375147.6987
MEM 92.890625 1742375147.8014
MEM 92.890625 1742375147.9026
MEM 92.906250 1742375148.0039
MEM 92.906250 1742375148.1081
MEM 92.906250 1742375148.2133
MEM 92.906250 1742375148.3185
MEM 92.906250 1742375148.4239
MEM 92.921875 1742375148.5265
MEM 92.984375 1742375148.6317
MEM 92.984375 1742375148.7320
MEM 92.984375 1742375148.8357
MEM 92.984375 1742375148.9401
MEM 92.984375 1742375149.0443
MEM 93.000000 1742375149.1482
MEM 93.000000 1742375149.2534
MEM 93.000000 1742375149.3585
MEM 93.000000 1742375149.4638
MEM 93.000000 1742375149.5667
MEM 93.000000 1742375149.6678
MEM 93.000000 1742375149.7730
MEM 93.015625 1742375149.8772
MEM 93.062500 1742375149.9801
MEM 93.093750 1742375150.0814
MEM 93.109375 1742375150.1863
MEM 93.218750 1742375150.2893
MEM 93.218750 1742375150.3908
MEM 93.218750 1742375150.4920
MEM 93.218750 1742375150.5973
MEM 93.218750 1742375150.6991
MEM 93.218750 1742375150.8014
MEM 93.484375 1742375150.9065
MEM 94.156250 1742375151.0094
MEM 94.171875 1742375151.1144
MEM 94.171875 1742375151.2147
MEM 94.171875 1742375151.3201
MEM 93.828125 1742375151.4238
MEM 93.750000 1742375151.5275
MEM 93.750000 1742375151.6325
MEM 93.687500 1742375151.7378
MEM 93.687500 1742375151.8414
MEM 93.687500 1742375151.9466
MEM 93.703125 1742375152.0520
MEM 93.703125 1742375152.1574
MEM 93.703125 1742375152.2607
MEM 93.703125 1742375152.3660
MEM 93.703125 1742375152.4665
MEM 93.734375 1742375152.5719
MEM 93.734375 1742375152.6773
MEM 93.734375 1742375152.7825
MEM 93.750000 1742375152.8872
MEM 93.750000 1742375152.9930
MEM 93.750000 1742375153.0984
MEM 93.750000 1742375153.2038
MEM 93.781250 1742375153.3092
MEM 93.781250 1742375153.4145
MEM 93.781250 1742375153.5199
MEM 93.781250 1742375153.6251
MEM 93.781250 1742375153.7304
MEM 93.781250 1742375153.8358
MEM 93.781250 1742375153.9417
MEM 93.781250 1742375154.0451
MEM 93.796875 1742375154.1485
MEM 93.796875 1742375154.2538
MEM 93.828125 1742375154.3563
MEM 93.875000 1742375154.4615
MEM 93.953125 1742375154.5652
MEM 93.953125 1742375154.6704
MEM 93.968750 1742375154.7759
MEM 93.968750 1742375154.8785
MEM 94.031250 1742375154.9792
MEM 94.671875 1742375155.0814
MEM 95.031250 1742375155.1831
MEM 95.031250 1742375155.2884
MEM 95.031250 1742375155.3937
MEM 94.843750 1742375155.4956
MEM 94.703125 1742375155.5971
MEM 94.609375 1742375155.7025
MEM 94.609375 1742375155.8067
MEM 94.609375 1742375155.9110
MEM 94.546875 1742375156.0165
MEM 94.546875 1742375156.1179
MEM 94.546875 1742375156.2228
MEM 94.546875 1742375156.3243
MEM 94.546875 1742375156.4262
